"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[YRACURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"35645","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","CHAMPION ENERGY SERVICES LLC","Champ Saver-16","0.1640","0.1590","0.1560","","False","False","1","Fixed","26","16","250.00","http://www.championenergyservices.com/","","https://champion-cdn-a8c0crgta3hkfpa3.a02.azurefd.net/assets/pdfs/CES-TX-TOS-062424-ES-US.pdf","https://champion-cdn-a8c0crgta3hkfpa3.a02.azurefd.net/assets/pdfs/YRAC_ES.pdf","False","","https://docs.championenergyservices.com/ExternalDocs?planname=PN2387&state=TX&language=ES","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose","","(877) 653-5090","FALSE","FALSE","Spanish","5"
"35719","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","RHYTHM","Digital Choice 3","0.1120","0.1120","0.1130","","False","False","1","Fixed","100","3","20 / remaining month","https://gotrhythm.com?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Secure a 100% renewable electricity plan. | Enjoy Fair-for-All Pricing, with No Hidden Fees! | Access local Texas customer care 7 days a week. | Save on your bill with Rhythm Rewards. | Call us at 1-877-649-0441 and sign up today!","https://cdn.gotrhythm.com/rhythm-tos-en-version-8.pdf","https://cdn.gotrhythm.com/RhythmYRAC_en.pdf","False","","https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/19586/?locale=en","https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=DC3","","(877) 649-0441","FALSE","FALSE","English","3"
"35720","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","RHYTHM","Digital Choice 3","0.1120","0.1120","0.1130","","False","False","1","Fixed","100","3","20 por cada mes restante","https://gotrhythm.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Asegura un plan de electricidad 100% renovable. | Ten tranquilidad con nuestra promesa de 30 días de energía sin complicaciones. | ¡Disfruta precios justos sin cargos ocultos! | Con servicio al cliente disponible en Texas los 7 días de la semana. | Ahorra en tu factura con las recompensas Rhythm. | ¡Llámanos al 1-877-649-0441 y regístrate hoy!","https://cdn.gotrhythm.com/rhythm-tos-es-version-8.pdf","https://cdn.gotrhythm.com/RhythmYRAC_es.pdf","False","","https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/19586/?locale=es","https://gotrhythm.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=DC3","","(877) 649-0441","FALSE","FALSE","Spanish","3"
"35818","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","RHYTHM","Digital Choice 36","0.1530","0.1530","0.1540","","False","False","1","Fixed","100","36","20 / remaining month","https://gotrhythm.com?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Secure a 100% renewable electricity plan. | Enjoy Fair-for-All Pricing, with No Hidden Fees! | Access local Texas customer care 7 days a week. | Save on your bill with Rhythm Rewards. | Call us at 1-877-649-0441 and sign up today!","https://cdn.gotrhythm.com/rhythm-tos-en-version-8.pdf","https://cdn.gotrhythm.com/RhythmYRAC_en.pdf","False","","https://api.energytexas.com/api/pricing/offers/latest-offers-efl/18909/?locale=en","https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=DC36","","(877) 649-0441","FALSE","FALSE","English","3"
"35819","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","RHYTHM","Digital Choice 36","0.1530","0.1530","0.1540","","False","False","1","Fixed","100","36","20 por cada mes restante","https://gotrhythm.com?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Asegura un plan de electricidad 100% renovable. | Ten tranquilidad con nuestra promesa de 30 días de energía sin complicaciones. | ¡Disfruta precios justos sin cargos ocultos! | Con servicio al cliente disponible en Texas los 7 días de la semana. | Ahorra en tu factura con las recompensas Rhythm. | ¡Llámanos al 1-877-649-0441 y regístrate hoy!","https://cdn.gotrhythm.com/rhythm-tos-es-version-8.pdf","https://cdn.gotrhythm.com/RhythmYRAC_es.pdf","False","","https://api.energytexas.com/api/pricing/offers/latest-offers-efl/18909/?locale=es","https://gotrhythm.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=DC36","","(877) 649-0441","FALSE","FALSE","Spanish","3"
"35777","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Companion Energy","Companion + Perks 12","0.1420","0.1370","0.1350","","False","False","1","Fixed","30","12","150.00","https://www.companionenergy.com/?refid=PTCPERKS12&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS12&utm_content=CNP&utm_term=logo","FREE Pet Benefits! | Companion Energy customers get 24/7 Airvet virtual vet service (a $420/year value) and 25% off in-person vet visits at participating in-network vet clinics, FREE with every Companion Energy electricity plan. | This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=TOS","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=YRAC","False","","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=CEPERK12&tdspcode=CNP","https://newenroll.companionenergy.com/?refid=PTCPERKS12&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS12&utm_content=CNP&utm_term=additional_info","","(833) 401-4511","TRUE","FALSE","English","3"
"35778","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Companion Energy","Companion + Perks 12","0.1420","0.1370","0.1350","","False","False","1","Fixed","30","12","150.00","https://www.companionenergy.com/?refid=PTCPERKS12&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS12&utm_content=CNP&utm_term=logo","FREE Pet Benefits! | Companion Energy customers get 24/7 Airvet virtual vet service (a $420/year value) and 25% off in-person vet visits at participating in-network vet clinics, FREE with every Companion Energy electricity plan. | This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=SP&prodcode=TOS","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=SP&prodcode=YRAC","False","","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=SP&prodcode=CEPERK12&tdspcode=CNP","https://newenroll.companionenergy.com/?refid=PTCPERKS12&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS12&utm_content=CNP&utm_term=additional_info","","(833) 401-4511","TRUE","FALSE","Spanish","3"
"35799","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","CleanSky Energy","Free Nights 6","0.1500","0.1450","0.1430","","False","True","1","Fixed","100","6","100.00","https://cleanskyenergy.com/","This plan is for new customers only. Autopay is required. Please enroll through the PowertoChoose sign up link. Have a question about a plan or need help placing an order? Call us: 1-888-733-5557 | Email us: CustomerCare@CleanSkyEnergy.com","https://rates.titangasandpower.com/Frontend/DownloadDoc?path=11d798c7-9868-49b3-86a4-cb4a7caad2ee.pdf&id_plan=539329","https://rates.titangasandpower.com/Frontend/DownloadDoc?path=9dd4508a-09d9-4c6c-817d-24d53bdae46c.pdf&id_plan=539329","False","","https://rates.titangasandpower.com/Frontend/DownloadDoc?path=b581ef76-b4a1-4374-9c74-d6cc57c10b85.html&id_plan=550599","https://signup.cleanskyenergy.com/rates?utility_id=112&promocode=PTCHOOSETX","","(888) 733-5557","TRUE","FALSE","English","5"
"35800","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","CleanSky Energy","Free Nights 6","0.1500","0.1450","0.1430","","False","True","1","Fixed",,"6","100.00","https://cleanskyenergy.com/es/","Este plan es sólo para nuevos clientes. Se requiere pago automático. Inscríbase a través del enlace de inscripción de PowertoChoose. ¿Tiene alguna pregunta sobre un plan o necesita ayuda para realizar un pedido? Llámenos: 1-888-733-5557 | Envíenos un correo electrónico: CustomerCare@CleanSkyEnergy.com","https://rates.titangasandpower.com/Frontend/DownloadDoc?path=11d798c7-9868-49b3-86a4-cb4a7caad2ee.pdf&id_plan=539329","https://rates.titangasandpower.com/Frontend/DownloadDoc?path=9dd4508a-09d9-4c6c-817d-24d53bdae46c.pdf&id_plan=539329","False","","https://rates.titangasandpower.com/Frontend/DownloadDoc?path=b581ef76-b4a1-4374-9c74-d6cc57c10b85.html&id_plan=550599","https://signup.cleanskyenergy.com/rates?utility_id=112&promocode=PTCHOOSETX","","(888) 733-5557","TRUE","FALSE","Spanish","5"
"35859","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Octopus Energy","Octo Simple 18","0.1360","0.1310","0.1290","","False","False","1","Fixed","100","18","200.00","https://octopusenergy.com/affiliate/ptc","Lock in a fixed electricity rate for 18 months with 100% renewable power. Enjoy long-term stability and protection from market ups and downs — with no hidden fees, no surprises, and the friendly, award-winning customer service Octopus Energy is known for.","https://assets.octopusenergy.com/x/c67e66d0f8/tos-en.pdf?_gl=1*1ehdgqk*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1NzExLjM1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..","https://assets.octopusenergy.com/x/5926b3a49f/yrac-en.pdf?_gl=1*8l3n7k*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1ODMyLjI1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..","False","","http://octopusenergy.com/efl?id=538&service-provider=CENTERPOINT&load-zone=LZ_HOUSTON&lang=en","https://octopusenergy.com/affiliate/ptc","","(833) 628-6888","TRUE","FALSE","English","3"
"35860","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Octopus Energy","Octo Simple 18","0.1360","0.1310","0.1290","","False","False","1","Fixed","100","18","200.00","https://octopusenergy.com/es/affiliate/ptc","Fija tu tarifa de electricidad por 18 meses con energía 100% renovable. Disfruta de estabilidad a largo plazo y protección contra los cambios del mercado — sin cargos ocultos, sin sorpresas, y con el galardonado servicio al cliente de Octopus Energy, reconocido por su amabilidad y transparencia.","https://assets.octopusenergy.com/x/c67e66d0f8/tos-es.pdf?_gl=1*1ehdgqk*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1NzExLjM1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..","https://assets.octopusenergy.com/x/5926b3a49f/yrac-es.pdf?_gl=1*8l3n7k*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1ODMyLjI1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..","False","","http://octopusenergy.com/efl?id=538&service-provider=CENTERPOINT&load-zone=LZ_HOUSTON&lang=es","https://octopusenergy.com/es/affiliate/ptc","","(833) 628-6888","TRUE","FALSE","Spanish","3"
"35842","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","VARSITY ENERGY LLC","HOMERUN 6","0.1230","0.1180","0.1150","","False","False","1","Fixed","31","6","150.00","http://varsityenergy.com/","For this product you will receive all communications via email / Please email bench@varsityenergy.com for all customer inquiries / You may set up Autopay through your online account or by contacting customer service / TDSP pass-through delivery charges are subject to change at the Utilities discretion and are out of our control.","https://signup.varsityenergy.com/Home/TOS?productId=29870&ver=english","https://signup.varsityenergy.com/Home/YRAC?productId=29870&ver=english","False","","https://signup.varsityenergy.com/Home/EFl?productId=32898&ver=english","https://signup.varsityenergy.com/Home/index?ProductCode=RN06000042&Promo=PTC","","(877) 827-7389","TRUE","FALSE","English","1"
"35843","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","VARSITY ENERGY LLC","HOMERUN 6","0.1230","0.1180","0.1150","","False","False","1","Fixed","31","6","150.00","http://varsityenergy.com/","Para este producto, recibirá todas las comunicaciones por correo electrónico / Envíe un correo electrónico a bench@varsityenergy.com para todas las consultas de los clientes / Puede configurar el pago automático a través de su cuenta en línea o comunicándose con el servicio de atención al cliente / Los cargos de envío directo del TDSP están sujetos a cambios en los servicios públicos son discreción y están fuera de nuestro control.","https://signup.varsityenergy.com/Home/TOS?productId=29868&ver=spanish","https://signup.varsityenergy.com/Home/YRAC?productId=29868&ver=spanish","False","","https://signup.varsityenergy.com/Home/EFl?productId=32898&ver=spanish","https://signup.varsityenergy.com/Home/index?ProductCode=RN06000042&Promo=PTC","","(877) 827-7389","TRUE","FALSE","Spanish","1"
"35745","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Octopus Energy LLC","Octo Simple 8","0.1550","0.1500","0.1470","","False","False","1","Fixed","100","8","150.00","https://octopusenergy.com/es/affiliate/ptc","Fija una tarifa fija de electricidad durante 8 meses con energía 100 % renovable. Disfruta de estabilidad durante todas las estaciones, sin cargos ocultos ni sorpresas en tu factura, con el respaldo del galardonado servicio al cliente de Octopus Energy.","https://assets.octopusenergy.com/x/c67e66d0f8/tos-es.pdf?_gl=1*1ehdgqk*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1NzExLjM1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..","https://assets.octopusenergy.com/x/5926b3a49f/yrac-es.pdf?_gl=1*8l3n7k*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1ODMyLjI1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..","False","","https://octopusenergy.com/efl?id=473&service-provider=CENTERPOINT&load-zone=LZ_HOUSTON&lang=es","https://octopusenergy.com/es/affiliate/ptc","","(833) 628-6888","TRUE","FALSE","Spanish","3"
"35884","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","FRONTIER UTILITIES","Frontier Power Saver Plus 12","0.1480","0.1380","0.1330","","False","False","1","Fixed","30","12","150.00","https://www.frontierutilities.com/Home/refid/PTCFPSPLS12","This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=TOS","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=YRAC","False","","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=FPOWSVRPLS12&tdspcode=CNP","https://newenroll.frontierutilities.com/?refid=PTCFPSPLS12&ul=1000&tdsp=CNP","","(877) 261-1024","TRUE","FALSE","English","3"
"35885","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","FRONTIER UTILITIES","Frontier Power Saver Plus 12","0.1480","0.1380","0.1330","","False","False","1","Fixed","30","12","150.00","https://www.frontierutilities.com/Home/refid/PTCFPSPLS12","This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=SP&prodcode=TOS","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=SP&prodcode=YRAC","False","","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=SP&prodcode=FPOWSVRPLS12&tdspcode=CNP","https://newenroll.frontierutilities.com/?refid=PTCFPSPLS12&ul=1000&tdsp=CNP","","(877) 261-1024","TRUE","FALSE","Spanish","3"
"35897","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","FRONTIER UTILITIES","Frontier Power Saver Plus 6","0.1250","0.1150","0.1100","","False","False","1","Fixed","30","6","150.00","https://www.frontierutilities.com/Home/refid/PTCFPSPLS06","This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=TOS","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=YRAC","False","","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=FPOWSVRPLS6&tdspcode=CNP","https://newenroll.frontierutilities.com/?refid=PTCFPSPLS06&ul=1000&tdsp=CNP","","(877) 261-1024","TRUE","FALSE","English","3"
"35898","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","FRONTIER UTILITIES","Frontier Power Saver Plus 6","0.1250","0.1150","0.1100","","False","False","1","Fixed","30","6","150.00","https://www.frontierutilities.com/Home/refid/PTCFPSPLS06","This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=SP&prodcode=TOS","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=SP&prodcode=YRAC","False","","https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=SP&prodcode=FPOWSVRPLS6&tdspcode=CNP","https://newenroll.frontierutilities.com/?refid=PTCFPSPLS06&ul=1000&tdsp=CNP","","(877) 261-1024","TRUE","FALSE","Spanish","3"
"35920","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","GEXA ENERGY","Gexa Eco Choice 6","0.1210","0.1160","0.1140","","False","False","1","Fixed","100","6","150.00","https://www.gexaenergy.com/ptc","Lock in a great fixed rate plan. |Free online bill pay and automatic billing options are also available. |This offer is for customers who enroll through the Power to Choose website.","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=TOS","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=YRAC","False","","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=GXAECOCHI6&tdspcode=CNP","https://newenroll.gexaenergy.com/?refid=PTC_EcoChoice06&ul=1000&tdsp=CNP","","(866) 329-4392","TRUE","FALSE","English","4"
"35921","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","GEXA ENERGY","Gexa Eco Choice 6","0.1210","0.1160","0.1140","","False","False","1","Fixed","100","6","150.00","https://www.gexaenergy.com/ptc","Lock in a great fixed rate plan. |Free online bill pay and automatic billing options are also available. |This offer is for customers who enroll through the Power to Choose website.","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=SP&prodcode=TOS","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=SP&prodcode=YRAC","False","","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=SP&prodcode=GXAECOCHI6&tdspcode=CNP","https://www.gexaenergy.com/P2CSP/","","(866) 329-4392","TRUE","FALSE","Spanish","4"
"35969","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","RHYTHM","Rhythm Saver 24","0.2180","0.1180","0.1680","Rhythm will automatically apply a $100 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh.","False","False","1","Fixed","100","24","20 / remaining month","https://gotrhythm.com?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Secure a 100% renewable electricity plan. | Enjoy Fair-for-All Pricing, with No Hidden Fees! | Access local Texas customer care 7 days a week. | Save on your bill with Rhythm Rewards. | Call us at 1-877-649-0441 and sign up today!","https://cdn.gotrhythm.com/rhythm-tos-en-version-8.pdf","https://cdn.gotrhythm.com/RhythmYRAC_en.pdf","False","","https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/19294/?locale=en","https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=RS24","","(877) 649-0441","FALSE","TRUE","English","3"
"35970","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","RHYTHM","Rhythm Saver 24","0.2180","0.1180","0.1680","Rhythm aplicará automáticamente un crédito de $100 a su factura por cada ciclo de facturación donde el uso sea de al menos 1000 kWh.","False","False","1","Fixed","100","24","20 por cada mes restante","https://gotrhythm.com?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Asegura un plan de electricidad 100% renovable. | Ten tranquilidad con nuestra promesa de 30 días de energía sin complicaciones. | ¡Disfruta precios justos sin cargos ocultos! | Con servicio al cliente disponible en Texas los 7 días de la semana. | Ahorra en tu factura con las recompensas Rhythm. | ¡Llámanos al 1-877-649-0441 y regístrate hoy!","https://cdn.gotrhythm.com/rhythm-tos-es-version-8.pdf","https://cdn.gotrhythm.com/RhythmYRAC_es.pdf","False","","https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/19294/?locale=es","https://gotrhythm.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=RS24","","(877) 649-0441","FALSE","TRUE","Spanish","3"
"35972","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Energy Texas","The Lone Saver 24","0.2180","0.1180","0.1680","Energy Texas will automatically apply a $100 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh.","False","False","1","Fixed","100","24","20 / remaining month","https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Straightforward, no B.S. fixed-rate plans built by Texans, for Texans. | Call us at 1-888-512-0330 and sign up today!","https://cdn.energytexas.com/energy-texas-tos-en-version-1.pdf","https://cdn.energytexas.com/EnergyTexasYRAC_en.pdf","False","","https://api.energytexas.com/api/pricing/offers/latest-offers-efl/19259/?locale=en","https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=LS24","","(888) 512-0330","FALSE","TRUE","English","3"
"35973","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Energy Texas","The Lone Saver 24","0.2180","0.1180","0.1680","Energy Texas aplicará automáticamente un crédito de $100 a su factura por cada ciclo de facturación donde el uso sea de al menos 1000 kWh.","False","False","1","Fixed","100","24","20 por cada mes restante","https://www.energytexas.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_medium=state-shopping","Planes de tarifa fija, sencillos y sin tonterías, diseñados por Texanos para Texanos. ¡Llámenos al 1-888-512-0330 y regístrese hoy mismo!","https://cdn.energytexas.com/energy-texas-tos-es-version-1.pdf","https://cdn.energytexas.com/EnergyTexasYRAC_es.pdf","False","","https://api.energytexas.com/api/pricing/offers/latest-offers-efl/19259/?locale=es","https://www.energytexas.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=LS24","","(888) 512-0330","FALSE","TRUE","Spanish","3"
"35975","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Texans Choice Power LLC","Texas Instant 12","0.3000","0.1500","0.1450","Pay the same amount every month whenever your usage is below 1,000 kWh.","False","False","1","Fixed","35","12","200","https://texanschoicepower.com/","","https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153825&type=TOS&title=153825_TOS","https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&ProductID=153825&type=YRAC&title=Your%20Rights%20As%20A%20Customer&promocode=&language=english","False","","https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153825&type=EFL_TIEREDPRICING&title=153825_EFL_TIEREDPRICING&language=english","https://signup.texanschoicepower.com/?PromoCode=PTC","","(833) 488-6328","TRUE","TRUE","English",
"35976","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Texans Choice Power LLC","Texas Instant 12","0.3000","0.1500","0.1450","Pague la misma cantidad cada mes cuando su uso de electricidad es menos de 1,000 kWh.","False","False","1","Fixed","35","12","200","https://texanschoicepower.com/","","https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153825&type=TOS&title=153825_TOS","https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&ProductID=153825&type=YRAC&title=Your%20Rights%20As%20A%20Customer&promocode=&language=spanish","False","","https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153825&type=EFL_TIEREDPRICING&title=153825_EFL_TIEREDPRICING&language=spanish","https://signup.texanschoicepower.com/?PromoCode=PTC","","(833) 488-6328","TRUE","TRUE","Spanish",
"35944","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Companion Energy","Companion + Perks 6","0.1180","0.1130","0.1110","","False","False","1","Fixed","30","6","150.00","https://www.companionenergy.com/?refid=PTCPERKS06&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS06&utm_content=CNP&utm_term=logo","FREE Pet Benefits! | Companion Energy customers get 24/7 Airvet virtual vet service (a $420/year value) and 25% off in-person vet visits at participating in-network vet clinics, FREE with every Companion Energy electricity plan. | This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=TOS","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=YRAC","False","","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=CEPERK6&tdspcode=CNP","https://newenroll.companionenergy.com/?refid=PTCPERKS06&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS06&utm_content=CNP&utm_term=additional_info","","(833) 401-4511","TRUE","FALSE","English","3"
"35945","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Companion Energy","Companion + Perks 6","0.1180","0.1130","0.1110","","False","False","1","Fixed","30","6","150.00","https://www.companionenergy.com/?refid=PTCPERKS06&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS06&utm_content=CNP&utm_term=logo","FREE Pet Benefits! | Companion Energy customers get 24/7 Airvet virtual vet service (a $420/year value) and 25% off in-person vet visits at participating in-network vet clinics, FREE with every Companion Energy electricity plan. | This offer is for new customers only who enroll through the Power to Choose website.","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=SP&prodcode=TOS","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=SP&prodcode=YRAC","False","","https://eflviewer.companionenergy.com/eflviewer.aspx?lang=SP&prodcode=CEPERK6&tdspcode=CNP","https://newenroll.companionenergy.com/?refid=PTCPERKS06&ul=1000&tdsp=CNP&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS06&utm_content=CNP&utm_term=additional_info","","(833) 401-4511","TRUE","FALSE","Spanish","3"
